incident_id,scam_type,attack_vector,ai_used,loss_amount_usd,victim_type,detection_method,was_detected,was_successful,location,behavioral_flag,time_of_attack
ba968277-c7ae-42ee-b32f-4ab032dde58b,Fake Bank App,Phone Call,Yes,8116.91,Business Owner,Manual Report,No,Yes,Africa,Odd Hours Activity,Morning
7b259951-3d4c-4266-b202-dc0c3ebf88aa,Impersonation Fraud,SMS,Yes,529.71,Business Owner,AI Detection,No,Yes,Africa,High Transfer Volume,Night
4637a7d9-c209-421e-9c92-46e247f8c815,Fake Bank App,Social Media,No,750594.28,Retail Customer,Bank Flag,No,Yes,South America,High Transfer Volume,Morning
81003635-b812-44e1-9e6e-170d43edfc29,SMS Phishing,In-person,No,464.87,Bank Employee,AI Detection,No,Yes,Asia,High Transfer Volume,Afternoon
c61ee6a6-f51f-4a65-9b3d-2b15b5c42890,Voice Phishing,In-person,Yes,77296.14,Bank Employee,User Realization,No,Yes,Australia,High Transfer Volume,Afternoon
1351ba55-e3f8-4f41-befe-3a052d937df2,SMS Phishing,In-person,No,91.72,Retail Customer,AI Detection,Yes,Yes,EU,Odd Hours Activity,Night
3e1298e1-d559-49bd-8a9b-43d791d39c7d,SMS Phishing,Video,No,89.89,Fintech User,AI Detection,No,Yes,EU,None,Night
c5471344-58ac-4bce-8d01-18c587f110c6,Phishing Email,In-person,No,39.59,Retail Customer,Manual Report,Yes,Yes,Africa,Odd Hours Activity,Morning
f09aa26c-758d-449e-8459-0dd66e6988f0,Phishing Email,SMS,No,28.71,Business Owner,Manual Report,No,Yes,Asia,None,Night
961a5b43-06d2-4455-945d-2f65f5b5dafb,Impersonation Fraud,Website,Yes,219690.83,Bank Employee,AI Detection,Yes,No,Australia,High Transfer Volume,Afternoon
fbb08c3d-5a1c-455d-8cf5-0d8615089d87,Phishing Email,Email,No,70614.99,Fintech User,Law Enforcement,No,Yes,EU,High Transfer Volume,Night
11c71c52-b550-4886-ba14-038402cc36fc,Social Media Scam,Phone Call,No,943.67,Retail Customer,AI Detection,No,Yes,Australia,Unusual Login,Afternoon
242144f7-9cf3-4fe1-a8f0-000907e89b7f,Deepfake Video Scam,SMS,Yes,130218.65,Retail Customer,Manual Report,Yes,No,Africa,High Transfer Volume,Afternoon
06b13545-31e3-4663-9575-4c04bab75353,Phishing Email,Phone Call,No,834.21,Bank Employee,Law Enforcement,No,Yes,EU,Odd Hours Activity,Afternoon
7a0b6445-6670-4612-a293-17a18c58a9f9,Deepfake Video Scam,Website,No,1548.62,Business Owner,User Realization,No,Yes,US,Odd Hours Activity,Night
e14b366f-90cb-4200-a380-49d8394c9472,Social Media Scam,Website,No,369.9,Business Owner,Law Enforcement,No,Yes,EU,High Transfer Volume,Evening
69841b4b-5a5a-4360-82ae-b35c9c72251b,Voice Phishing,In-person,Yes,471409.74,Fintech User,Law Enforcement,Yes,No,EU,Odd Hours Activity,Afternoon
7d4dfad1-cae0-4aca-bef4-3478259f1d0f,Social Media Scam,SMS,No,1832.18,Business Owner,AI Detection,No,Yes,Africa,Unusual Login,Morning
97345621-55f2-443a-913e-a96b006903f3,Deepfake Video Scam,Video,No,882.53,Bank Employee,Bank Flag,Yes,Yes,EU,Unusual Login,Night
91ef8a4c-6fa2-4327-9503-319130836e28,Deepfake Video Scam,Video,No,596.87,Bank Employee,User Realization,No,Yes,Australia,Odd Hours Activity,Evening
c4de27e4-c7f3-4ced-acf6-84aacfcba9bd,Fake Bank App,Social Media,No,18874.74,Fintech User,Bank Flag,Yes,No,Asia,None,Morning
98bc29e7-28d0-4942-a442-530d84abb1cc,Deepfake Video Scam,Phone Call,Yes,5979.8,Fintech User,Bank Flag,Yes,Yes,Asia,High Transfer Volume,Night
e7cefa76-80de-48fa-8846-6854cb32824d,Deepfake Video Scam,In-person,No,7870.25,Fintech User,User Realization,No,Yes,EU,Odd Hours Activity,Afternoon
962df651-b575-4f71-abc0-3b81f3d92190,Voice Phishing,In-person,Yes,991291.19,Retail Customer,Law Enforcement,Yes,Yes,South America,Unusual Login,Morning
030000a2-caad-4b10-9669-574c41d8b9a8,Impersonation Fraud,Phone Call,Yes,70.72,Retail Customer,Manual Report,No,Yes,Asia,Unusual Login,Night
d3fd5401-1cb1-4cbd-bbe1-7b61d7fc4965,Fake Investment Scam,Email,Yes,596479.2,Retail Customer,AI Detection,No,Yes,Australia,Odd Hours Activity,Morning
c4f23cc7-af89-4585-998e-471fbdbe6c08,Impersonation Fraud,Phone Call,Yes,52.44,Business Owner,Manual Report,No,Yes,Asia,Odd Hours Activity,Night
d8c86154-39b6-40ac-a00b-d937d7a0ba57,SMS Phishing,Social Media,No,60850.2,Business Owner,Bank Flag,Yes,Yes,US,None,Night
0a6cee68-5ac3-4f85-9de3-7ef08f302e0d,Impersonation Fraud,In-person,Yes,70.28,Retail Customer,User Realization,No,Yes,South America,Odd Hours Activity,Morning
fa4683a6-675c-4b99-bf78-d12b51e2b6de,Phishing Email,Video,Yes,527950.26,Retail Customer,AI Detection,No,Yes,Australia,Unusual Login,Afternoon
4801e1b9-ecd5-45b9-92c6-f97607a57b14,Social Media Scam,Email,Yes,229772.41,Fintech User,AI Detection,No,Yes,EU,High Transfer Volume,Night
1185f923-9014-41f0-b251-7aef028c8ccf,Social Media Scam,Website,Yes,50.08,Bank Employee,AI Detection,Yes,No,EU,Unusual Login,Evening
4380d23d-5ea6-40e0-bbf6-2d2aead09e85,Impersonation Fraud,Social Media,Yes,8051.93,Fintech User,User Realization,Yes,No,Australia,None,Night
d2f71011-e73d-4594-9fac-ba39504f22e1,Voice Phishing,Website,Yes,365841.53,Business Owner,AI Detection,Yes,No,EU,None,Afternoon
094d72ef-8349-48cf-aef4-397e30d80528,Impersonation Fraud,Social Media,No,9.15,Bank Employee,User Realization,No,Yes,Asia,Unusual Login,Afternoon
13926e7d-504b-4223-85eb-a235724b5970,SMS Phishing,Phone Call,No,60128.65,Fintech User,AI Detection,Yes,Yes,Asia,Unusual Login,Evening
32b59d6d-09c7-4c3f-96de-2c54d9ae31af,Impersonation Fraud,Email,No,44901.96,Retail Customer,Law Enforcement,Yes,Yes,South America,None,Afternoon
78d46603-f931-471e-a724-2670bb3a3375,Voice Phishing,App,No,5438.12,Retail Customer,Manual Report,No,Yes,Asia,None,Evening
9265ef14-6914-42b1-b197-215e422c52cd,Fake Investment Scam,SMS,No,9498.0,Fintech User,Law Enforcement,Yes,No,US,High Transfer Volume,Evening
a3c6dbac-158c-47e2-a5cf-4bc2f897d6a2,Phishing Email,Website,No,441900.96,Bank Employee,User Realization,No,Yes,Africa,High Transfer Volume,Evening
efeb8cf3-c853-4ff7-b8e1-1fd78c0a8d2d,Social Media Scam,Video,No,2598.74,Fintech User,Bank Flag,No,Yes,South America,None,Afternoon
79a7029e-419c-484d-b330-dc0c578aa967,Social Media Scam,Website,No,42851.4,Business Owner,Law Enforcement,Yes,Yes,South America,None,Afternoon
71aa5821-c1cb-4e45-8a43-d96c5267225b,Fake Investment Scam,App,Yes,70567.99,Business Owner,Bank Flag,Yes,No,South America,High Transfer Volume,Night
04d46f31-f952-4c61-8ce6-fd9cbaf9d05b,Impersonation Fraud,SMS,No,531311.23,Fintech User,Law Enforcement,No,Yes,Australia,Unusual Login,Evening
5e981fe7-dc47-4621-987d-1f52de72e1ad,SMS Phishing,SMS,Yes,2497.05,Retail Customer,Law Enforcement,No,Yes,Asia,None,Morning
5c27d7a8-28d1-4c9a-b211-365641da8d9a,Phishing Email,SMS,No,559.61,Business Owner,User Realization,No,Yes,Africa,None,Afternoon
bde27340-043e-4554-a7f2-28a4821142eb,Social Media Scam,Email,No,29.54,Retail Customer,AI Detection,Yes,No,Asia,Odd Hours Activity,Night
9dbc9420-d079-4581-b693-9b32bd9730ab,Deepfake Video Scam,In-person,No,18786.07,Fintech User,Bank Flag,Yes,No,US,Unusual Login,Morning
9f393337-64d0-4f38-85f5-b1ad5df43d86,Social Media Scam,SMS,Yes,564.39,Business Owner,Bank Flag,No,Yes,Africa,High Transfer Volume,Night
f3178bed-e4ec-4813-95dc-0e1942787ac0,Voice Phishing,Phone Call,No,12627.3,Business Owner,User Realization,No,Yes,Africa,Unusual Login,Afternoon
2d871153-35fe-400b-9539-f1bb3783db84,Deepfake Video Scam,App,Yes,191576.84,Business Owner,Bank Flag,No,Yes,EU,None,Morning
a605b71c-4543-4cf2-b61b-b60cc7680d00,Fake Bank App,In-person,No,449775.33,Fintech User,Law Enforcement,Yes,No,Asia,None,Afternoon
522527e9-881a-4ac6-9621-fc840f90a527,Fake Bank App,SMS,Yes,2060.75,Bank Employee,AI Detection,Yes,No,South America,High Transfer Volume,Night
24fdd09c-7971-42f4-a24d-57b5e1686695,Impersonation Fraud,Phone Call,No,26717.83,Business Owner,Law Enforcement,Yes,No,Asia,High Transfer Volume,Afternoon
5405845c-2517-4fb9-b4b1-fce50b2d7d62,Social Media Scam,In-person,Yes,9566.58,Fintech User,Manual Report,Yes,No,Australia,None,Night
bb0cd06f-c043-42cb-b201-9da8c6007215,Fake Investment Scam,Website,No,25052.81,Retail Customer,Manual Report,No,Yes,US,Odd Hours Activity,Afternoon
2d50e109-8bd2-4eb8-a74f-2e77d6375ad4,Fake Bank App,Phone Call,No,768266.43,Fintech User,Law Enforcement,Yes,Yes,Asia,Odd Hours Activity,Morning
ca0cf1c0-26b6-4ee6-819a-7fdf316f07ba,Fake Investment Scam,Video,No,73.6,Business Owner,Bank Flag,Yes,No,Asia,Odd Hours Activity,Morning
9cb59c05-ea8b-460e-9fa0-eb4cac8c4cd0,Fake Investment Scam,SMS,Yes,829.63,Bank Employee,Law Enforcement,No,Yes,EU,High Transfer Volume,Afternoon
0bd7ea6f-e835-4497-9575-9aee0b729f6e,Deepfake Video Scam,Email,No,352976.52,Business Owner,Bank Flag,No,Yes,Asia,Odd Hours Activity,Morning
4cbbef88-e42b-4ad6-8da8-847fae2628f9,Voice Phishing,Website,Yes,8803.43,Business Owner,Manual Report,Yes,Yes,South America,Odd Hours Activity,Afternoon
a1ec4cb4-5796-4306-970b-cdfdea57edc4,Impersonation Fraud,In-person,Yes,669161.78,Fintech User,User Realization,No,Yes,US,Unusual Login,Night
6d89672a-6d3b-42fc-9263-8888bbdf8b6a,Fake Bank App,Social Media,No,39456.04,Retail Customer,AI Detection,No,Yes,South America,Odd Hours Activity,Morning
66710d81-c363-4990-bc3c-23120384555a,Impersonation Fraud,Video,No,545.24,Bank Employee,Bank Flag,No,Yes,Australia,High Transfer Volume,Night
ef0bd182-b90e-4b94-a0b4-f0434cbe40bb,Social Media Scam,Email,Yes,62.62,Fintech User,AI Detection,Yes,Yes,Africa,None,Morning
34d964d8-eadb-4958-9c22-6d00d986df38,Impersonation Fraud,Video,Yes,2430.8,Bank Employee,AI Detection,No,Yes,Asia,Unusual Login,Evening
f1ff808d-cf52-41d2-a084-987f08ef296d,Voice Phishing,Email,No,7533.9,Business Owner,User Realization,Yes,Yes,US,High Transfer Volume,Night
e8445760-d54c-45ef-9461-5c3ee9cfa291,SMS Phishing,Phone Call,Yes,711984.45,Retail Customer,AI Detection,No,Yes,US,None,Afternoon
2a3e5618-3016-46f6-a38d-83289bfbe1ad,Fake Investment Scam,SMS,Yes,18039.8,Retail Customer,AI Detection,No,Yes,Asia,Odd Hours Activity,Afternoon
c3c7ac41-f131-4084-9c45-ef96a7e6925b,Impersonation Fraud,Phone Call,Yes,53.05,Retail Customer,Law Enforcement,Yes,No,Asia,High Transfer Volume,Afternoon
380c17bb-52b1-4673-b49b-cbd05f56bf7e,Impersonation Fraud,In-person,Yes,89.66,Business Owner,AI Detection,No,Yes,Asia,None,Evening
061c0ca8-6e1d-4c33-9ee2-24fb8fd5afc9,Voice Phishing,Video,No,24.82,Bank Employee,AI Detection,No,Yes,EU,High Transfer Volume,Night
193cda55-b197-4a82-a413-2bbb35dcbb62,Fake Bank App,Email,Yes,44729.7,Business Owner,User Realization,Yes,Yes,Asia,Odd Hours Activity,Afternoon
b661d637-1f19-4a38-83d7-77e87fdeef9e,Impersonation Fraud,Website,No,714647.84,Fintech User,AI Detection,Yes,Yes,US,Odd Hours Activity,Afternoon
754af518-6c7b-47ae-9be9-31bf9abc61f2,Phishing Email,Email,No,357839.02,Fintech User,User Realization,No,Yes,US,High Transfer Volume,Evening
efba758c-0fc8-4f0b-92ed-a03a3639a775,SMS Phishing,App,Yes,928832.37,Business Owner,Law Enforcement,No,Yes,Africa,Unusual Login,Evening
4e59c2c1-9eba-4bb8-9cfe-d90c06c9591c,Impersonation Fraud,Video,Yes,177.59,Fintech User,AI Detection,No,Yes,Australia,Unusual Login,Evening
cd52be23-bad2-4bfc-88b1-3ceb30d81e20,Voice Phishing,SMS,Yes,731.35,Business Owner,User Realization,No,Yes,Australia,Odd Hours Activity,Afternoon
a6d5b56b-b8e1-49b4-b670-79bcb7d17018,Social Media Scam,Phone Call,No,77.14,Retail Customer,Bank Flag,No,Yes,Asia,Unusual Login,Evening
fb307324-19e6-4164-923d-a2ae8c4731f0,SMS Phishing,In-person,No,424111.51,Fintech User,Law Enforcement,Yes,No,EU,Odd Hours Activity,Morning
b84cba58-5e72-4f75-94c7-fe991c61c01e,SMS Phishing,Video,Yes,85.87,Retail Customer,Manual Report,Yes,No,Asia,None,Afternoon
1054c420-695f-43da-ae34-661f5ae4e110,Voice Phishing,Email,No,389.62,Fintech User,Bank Flag,No,Yes,US,Odd Hours Activity,Morning
14a99bf5-d55d-409a-9804-074c6a903198,Phishing Email,Phone Call,Yes,983272.48,Fintech User,AI Detection,No,Yes,Asia,Odd Hours Activity,Evening
77acb818-b681-45a9-9215-04f776c54cb2,SMS Phishing,In-person,Yes,2806.04,Bank Employee,Law Enforcement,Yes,No,Asia,None,Afternoon
cc86e599-d6c4-48a6-afd2-0599c56c07e0,Deepfake Video Scam,Phone Call,Yes,12151.92,Bank Employee,AI Detection,No,Yes,US,None,Evening
f6bcd36c-eff9-4f06-9a99-1fbdb81c0c10,SMS Phishing,Video,Yes,54282.6,Retail Customer,Manual Report,No,Yes,US,Unusual Login,Afternoon
36d35abb-2f41-48cc-8b00-bb9c9d7ffb98,Impersonation Fraud,Social Media,No,58.08,Business Owner,User Realization,Yes,Yes,Africa,High Transfer Volume,Afternoon
8fa3720f-5bcc-4fc1-8e17-361ae4e60308,Fake Bank App,App,No,73065.3,Bank Employee,Bank Flag,No,Yes,Asia,High Transfer Volume,Morning
0b4c8549-ab66-416e-b90e-f39c8a68e912,Deepfake Video Scam,Phone Call,Yes,195.09,Fintech User,User Realization,No,Yes,Africa,Unusual Login,Evening
3fdccaa5-f7d7-4ae0-bdbf-4320962c02ed,Deepfake Video Scam,In-person,No,33850.71,Retail Customer,AI Detection,Yes,No,South America,Unusual Login,Afternoon
b08ee68f-153c-4c49-b333-aa5ea1648530,Social Media Scam,Phone Call,Yes,971.56,Fintech User,Law Enforcement,Yes,No,Asia,High Transfer Volume,Morning
69dd5a3e-522e-48b0-9677-cd492de81008,Impersonation Fraud,In-person,Yes,46.2,Business Owner,AI Detection,Yes,Yes,EU,High Transfer Volume,Afternoon
a921ed8c-aa97-42c5-9da0-139e433e6087,Impersonation Fraud,Social Media,Yes,627506.88,Retail Customer,AI Detection,Yes,Yes,South America,None,Afternoon
ff039685-af81-4d3b-b782-0bb2c033be57,SMS Phishing,Social Media,Yes,94.23,Retail Customer,Manual Report,No,Yes,South America,None,Night
5d769c06-78ab-4a40-8cd0-de62cfd45c46,Phishing Email,Website,No,418.55,Business Owner,Bank Flag,No,Yes,Africa,High Transfer Volume,Morning
63ff8847-6c0d-473b-906e-91cb9a8c8ebf,Deepfake Video Scam,App,No,89450.07,Fintech User,AI Detection,Yes,No,Africa,High Transfer Volume,Night
2e73ac4e-7738-4042-8ddb-c58c271c513d,Deepfake Video Scam,Video,Yes,80372.42,Bank Employee,User Realization,No,Yes,Asia,Odd Hours Activity,Night
8980d06e-8bc4-44c8-883a-b8447b115086,Fake Bank App,Phone Call,Yes,6374.05,Retail Customer,Bank Flag,Yes,No,Australia,Odd Hours Activity,Afternoon
3d1be073-6df3-44b3-a385-3f8c98df3ce4,Voice Phishing,SMS,Yes,339.87,Retail Customer,Manual Report,No,Yes,Asia,High Transfer Volume,Afternoon
9a0273d1-0de2-4044-807d-61535b98986b,Deepfake Video Scam,Social Media,No,125385.91,Bank Employee,Law Enforcement,Yes,Yes,Africa,Odd Hours Activity,Afternoon
23bd7d52-5218-478f-b34a-6c7f39e7b9f4,Fake Investment Scam,Email,Yes,23.26,Business Owner,AI Detection,No,Yes,US,Odd Hours Activity,Afternoon
407458e3-fbe6-45c3-996d-ecc2fb736251,Voice Phishing,Social Media,Yes,1536.0,Business Owner,Law Enforcement,Yes,Yes,Australia,Odd Hours Activity,Morning
9c0ddc77-b248-4d92-b718-4f5225950b59,Social Media Scam,Website,Yes,3715.89,Business Owner,Manual Report,No,Yes,South America,None,Evening
c4f28d50-53d5-4fb7-bd68-edfa42b991da,Voice Phishing,Social Media,Yes,833008.81,Fintech User,Bank Flag,No,Yes,EU,High Transfer Volume,Morning
29275c31-5778-481b-8f5a-54e46f67c65b,Impersonation Fraud,Email,Yes,386395.22,Business Owner,Law Enforcement,Yes,No,EU,Odd Hours Activity,Morning
bda0c9cb-ed49-4a2b-acf8-700056c06f35,Deepfake Video Scam,Social Media,No,672.57,Retail Customer,Bank Flag,No,Yes,US,Odd Hours Activity,Afternoon
22159a5b-0adb-4d39-985e-1ce21ce9a42d,Deepfake Video Scam,SMS,No,8083.18,Retail Customer,AI Detection,No,Yes,Africa,None,Afternoon
f1103367-5a67-4186-8d9e-d5aaaef3d671,Impersonation Fraud,In-person,No,5914.22,Retail Customer,User Realization,Yes,Yes,Africa,Unusual Login,Morning
4e4e3948-f1e9-4f21-800a-60a2d881ee99,Fake Bank App,Email,No,9564.96,Retail Customer,Bank Flag,Yes,No,EU,Unusual Login,Morning
ba5d0f0d-2abd-414e-bd4a-f0019b4eff9c,Social Media Scam,In-person,Yes,94819.8,Business Owner,Law Enforcement,No,Yes,EU,Unusual Login,Morning
190f00d5-f43a-471e-bb28-8ca9d510eeea,Social Media Scam,Video,Yes,72747.7,Bank Employee,Bank Flag,No,Yes,EU,Unusual Login,Morning
d0210576-703e-433c-9610-a6e90657a2a6,Impersonation Fraud,In-person,Yes,36.08,Fintech User,AI Detection,No,Yes,South America,None,Afternoon
611abc99-0cc3-4354-a9f8-bee3cb1ce31b,SMS Phishing,Email,Yes,674.37,Retail Customer,User Realization,Yes,No,Africa,None,Night
58f57b13-ba03-4a64-b532-90ff08334d6f,Fake Bank App,SMS,No,433.92,Fintech User,Bank Flag,Yes,No,US,Odd Hours Activity,Night
dcce0f72-93c6-4a16-861a-bab2cc29679d,Fake Investment Scam,App,Yes,6078.22,Business Owner,AI Detection,Yes,No,Australia,None,Afternoon
3c9ea774-997b-4a0d-85ff-7e395b2757d8,Phishing Email,Website,No,718361.14,Fintech User,Law Enforcement,Yes,No,Asia,Unusual Login,Night
f8317171-81e6-4790-a76d-3f86f48ee78f,Phishing Email,Phone Call,Yes,25559.11,Business Owner,Manual Report,Yes,Yes,US,None,Morning
e022b88f-a52b-4bdf-806f-394fe1ffec0c,Impersonation Fraud,Video,Yes,332097.72,Retail Customer,AI Detection,No,Yes,Australia,None,Evening
db2f9d55-b084-435c-b4d7-135fb2f9cd5f,Fake Bank App,In-person,Yes,628818.48,Fintech User,AI Detection,No,Yes,EU,High Transfer Volume,Morning
2cf0c81c-26ac-4278-bea5-66029344d9d3,SMS Phishing,SMS,No,892122.21,Fintech User,Bank Flag,No,Yes,South America,None,Night
2b6afd8f-11c2-4dbd-bf2c-3ef973b1b188,Phishing Email,Phone Call,No,22946.74,Fintech User,AI Detection,No,Yes,Asia,High Transfer Volume,Morning
587c0035-f2c2-455f-850c-076a02591947,Fake Investment Scam,App,No,33.79,Bank Employee,Bank Flag,No,Yes,Africa,Unusual Login,Afternoon
09797093-e269-4994-a7b2-a3eb38844283,Voice Phishing,App,No,3424.78,Fintech User,Law Enforcement,Yes,Yes,Africa,High Transfer Volume,Night
a7e09d82-ccc1-446c-8aec-e78e1338b495,Fake Investment Scam,Social Media,Yes,812341.35,Retail Customer,Bank Flag,No,Yes,EU,Unusual Login,Afternoon
881f71a9-4f43-4ca7-8f2e-ba28fd213d86,Deepfake Video Scam,Video,Yes,129.76,Retail Customer,Bank Flag,Yes,No,Asia,None,Night
8e3d0163-99e7-4f1c-81e8-4af6a87b4ef0,SMS Phishing,Email,Yes,5399.08,Fintech User,Manual Report,No,Yes,Australia,Odd Hours Activity,Evening
1a25366b-8fb3-481b-850a-be5a9b404614,Voice Phishing,App,Yes,1247.05,Retail Customer,Manual Report,Yes,Yes,South America,High Transfer Volume,Afternoon
3161fe15-858f-4681-9197-42a004f240f2,Fake Bank App,Website,Yes,47.41,Business Owner,Manual Report,Yes,Yes,Asia,Odd Hours Activity,Evening
af87b802-0fce-46d3-97c9-2f3f4c39e79a,Impersonation Fraud,Website,No,32679.88,Fintech User,Bank Flag,No,Yes,Australia,Unusual Login,Morning
4ecec6f4-3dc2-4193-98c5-f94ce0e90c29,Social Media Scam,App,No,48.17,Bank Employee,Bank Flag,No,Yes,Asia,Odd Hours Activity,Evening
af5415d8-410a-46ce-b412-43af5b39e33b,Deepfake Video Scam,Phone Call,Yes,80.54,Fintech User,Bank Flag,Yes,Yes,South America,None,Evening
6f76b81d-cf2a-4119-81e6-fab65e8e7287,Fake Bank App,Website,No,76305.89,Business Owner,Bank Flag,Yes,No,South America,Odd Hours Activity,Evening
d2d23c5d-c09f-4f56-96c4-b0badbcd663c,Voice Phishing,Phone Call,No,47.08,Bank Employee,Law Enforcement,Yes,No,South America,Unusual Login,Afternoon
47973cbe-0914-4e14-93bc-79c899dcddd3,Social Media Scam,Video,No,80928.14,Bank Employee,Bank Flag,No,Yes,Australia,Odd Hours Activity,Night
bcced9f8-8ec2-41ce-9630-10447ac0c102,SMS Phishing,In-person,Yes,622281.8,Retail Customer,User Realization,Yes,Yes,South America,None,Evening
10a8e1b7-5209-404d-b2ec-bdf0152fbeb8,Impersonation Fraud,Email,Yes,993.11,Bank Employee,User Realization,No,Yes,EU,Odd Hours Activity,Afternoon
967afd73-d2a6-4412-a4d9-49e4a01420b7,SMS Phishing,In-person,No,382.07,Retail Customer,AI Detection,No,Yes,Asia,High Transfer Volume,Afternoon
f8d339e7-b673-4d02-b006-7a5b340237ea,Voice Phishing,In-person,Yes,653.03,Fintech User,User Realization,No,Yes,Africa,None,Morning
4d825244-745a-4a66-b588-819f3ec9c544,Phishing Email,Video,No,89.2,Business Owner,AI Detection,Yes,Yes,EU,Odd Hours Activity,Evening
65979c6f-b49c-442e-81c2-78e906a36c18,Voice Phishing,SMS,No,629803.62,Business Owner,AI Detection,Yes,No,Asia,None,Evening
b6597688-0478-4584-bde9-d6606d08bf9d,Impersonation Fraud,Phone Call,No,42332.58,Business Owner,Manual Report,No,Yes,US,High Transfer Volume,Afternoon
a238ced3-a10b-4d4a-96fb-8d23ea3d690e,Voice Phishing,Video,Yes,554170.2,Retail Customer,Bank Flag,Yes,No,South America,Odd Hours Activity,Morning
c9a3f9fe-e218-4057-b66b-d325de86a4f0,Phishing Email,SMS,Yes,68.97,Fintech User,User Realization,No,Yes,US,Odd Hours Activity,Night
e6578964-b42b-4fde-a04c-1fb8da1055f2,Voice Phishing,Video,Yes,4787.84,Retail Customer,Law Enforcement,No,Yes,Australia,High Transfer Volume,Night
aaf7a3b5-f861-4419-a35d-3b20062a52b3,SMS Phishing,SMS,No,78.48,Fintech User,Manual Report,Yes,No,Australia,High Transfer Volume,Evening
96847f6a-6150-43b4-b809-64e47c131897,Impersonation Fraud,App,Yes,54.81,Business Owner,User Realization,No,Yes,EU,Unusual Login,Morning
482fd8b1-2b87-4a65-9a98-3c9b70400dee,SMS Phishing,SMS,No,954.5,Retail Customer,AI Detection,No,Yes,South America,High Transfer Volume,Night
3a206014-e276-4d38-b95d-cd75d33f5903,Fake Bank App,App,No,9.98,Business Owner,AI Detection,No,Yes,Asia,Odd Hours Activity,Night
1ec17c37-68a0-4d68-8d6c-752d0bbf12ef,SMS Phishing,SMS,Yes,85.2,Business Owner,Bank Flag,No,Yes,Africa,Odd Hours Activity,Morning
91a89526-66fb-4bdb-8c60-fba5f6f9fe18,Social Media Scam,Social Media,Yes,40.08,Fintech User,Bank Flag,No,Yes,South America,None,Night
4c088e3c-1265-406f-b570-d416129a7b88,Voice Phishing,SMS,Yes,98.16,Business Owner,AI Detection,No,Yes,Australia,None,Night
41bcd50b-688d-415f-ac88-1436a7a3b123,Voice Phishing,Website,No,125934.61,Business Owner,User Realization,No,Yes,US,None,Night
72fdf0d0-a219-48cf-a135-4e4355e94450,Phishing Email,SMS,No,1111.24,Business Owner,Bank Flag,Yes,No,South America,High Transfer Volume,Night
f187c515-b355-4c86-9377-08fcc278fd8f,Social Media Scam,Website,Yes,902855.69,Retail Customer,AI Detection,Yes,No,Africa,High Transfer Volume,Morning
044ae113-5602-4925-91bb-7abd48effaad,Fake Investment Scam,Social Media,Yes,9731.31,Retail Customer,Law Enforcement,Yes,No,Africa,High Transfer Volume,Morning
e7e74818-dfed-46dc-a59a-13f4834865d9,Fake Investment Scam,In-person,No,85.66,Fintech User,Bank Flag,Yes,No,South America,Unusual Login,Morning
665c0697-2c08-49b9-8978-bf01c7ae667d,Impersonation Fraud,Website,Yes,594188.91,Retail Customer,Law Enforcement,No,Yes,Australia,High Transfer Volume,Night
c0d8b276-7abe-48b2-9809-788c75a2ac4b,Social Media Scam,Social Media,Yes,859.89,Bank Employee,Law Enforcement,No,Yes,South America,Odd Hours Activity,Night
980396ad-8285-4ac3-8305-082387a6332c,SMS Phishing,SMS,Yes,34.14,Bank Employee,Law Enforcement,No,Yes,South America,Unusual Login,Morning
101afcd7-81ff-4ca6-b598-a8693a3d503c,Voice Phishing,In-person,Yes,19626.54,Business Owner,Manual Report,Yes,No,EU,None,Afternoon
906457d2-7b0f-4f9e-a20a-a3a33d796372,Social Media Scam,SMS,No,92.66,Retail Customer,User Realization,No,Yes,South America,High Transfer Volume,Night
e5b95894-8db7-4e9e-b624-cabdb1248716,Phishing Email,Email,No,534638.77,Business Owner,Law Enforcement,Yes,Yes,US,None,Evening
6169d614-3108-4533-aa8c-03c4e6287d58,Impersonation Fraud,Website,Yes,4580.83,Bank Employee,Bank Flag,No,Yes,EU,High Transfer Volume,Night
0bd5f758-7184-4376-8150-985a6cd5b4fc,Fake Bank App,Social Media,Yes,288.74,Bank Employee,Bank Flag,Yes,Yes,Australia,Odd Hours Activity,Morning
1644a4ff-abb8-4b8f-9c1f-40889d2129f6,Social Media Scam,In-person,No,357335.18,Fintech User,AI Detection,Yes,Yes,Africa,High Transfer Volume,Morning
cfad0d69-293e-479d-a81a-ea3b4958e0c9,Phishing Email,Video,No,985.18,Bank Employee,Manual Report,Yes,No,EU,Unusual Login,Evening
4805b660-b923-4949-acd1-73d056f71f40,Fake Investment Scam,SMS,Yes,449998.0,Bank Employee,AI Detection,No,Yes,Africa,None,Evening
a5c96c70-977c-485d-9512-d3b3f05b737f,Phishing Email,Email,No,658.51,Fintech User,Manual Report,No,Yes,Australia,High Transfer Volume,Afternoon
a81d7819-ca49-4a77-80a4-3c465d1ea6ac,Fake Bank App,In-person,Yes,18.7,Business Owner,Law Enforcement,Yes,No,US,None,Evening
b608c475-a15a-4584-b584-a2c5365dbe48,Fake Bank App,Phone Call,Yes,861412.78,Retail Customer,Bank Flag,No,Yes,South America,High Transfer Volume,Morning
72da5eba-1dc5-4208-8159-91f84c84e921,Voice Phishing,Social Media,Yes,858825.98,Bank Employee,User Realization,No,Yes,US,Odd Hours Activity,Afternoon
